Customer Name,Recency,Frequency,Monetary,cluster_kmeans
Badal Maharaj,135,1,190623.0,1
Badal Malhotra,590,1,81237.0,1
Badal Mand,731,1,39026.0,0
Badal Mangal,697,1,29124.0,0
Badal Rajan,297,1,136614.4,1
Badal Raju,245,1,112359.6,1
Badal Rama,539,1,91956.0,1
Badal Rao,490,2,485698.0,2
Badal Sachdeva,432,1,65836.0,1
Badal Sanghvi,511,1,274838.4,1
Badal Tank,194,1,136937.75,1
Baiju Amble,533,1,75354.2,1
Baiju Bains,375,1,7778.4,0
Baiju Barman,602,1,75977.2,1
Baiju Ben,357,1,167340.0,1
Baiju Bhakta,133,1,193004.4,1
Baiju Char,200,1,57582.4,0
Baiju Dara,219,2,231608.5,2
Baiju Dube,689,1,187425.5,1
Baiju Goel,659,1,178709.1,1
Baiju Gola,523,1,1665.0,0
Baiju Jaggi,354,1,17054.4,0
Baiju Kakar,180,1,216523.05,1
Baiju Kalla,569,1,127924.0,1
Baiju Kant,11,1,6595.85,0
Baiju Kapoor,82,1,56365.4,1
Baiju Kuruvilla,158,1,89628.0,1
Baiju Lad,36,1,56834.4,0
Baiju Madan,539,1,205929.5,1
Baiju Sandhu,610,2,107595.20000000001,2
Baiju Sane,134,1,113050.0,1
Baiju Soni,727,1,289868.75,1
Baiju Sunder,445,1,112597.8,1
Baiju Thakur,16,1,95448.2,1
Baiju Vig,323,1,79465.0,1
Bhamini Balakrishnan,491,1,65977.5,1
Bhamini Bumb,483,1,66483.6,1
Bhamini Chatterjee,400,2,265279.0,2
Bhamini Deo,354,1,44199.0,1
Bhamini Devi,184,1,167130.4,1
Bhamini Dixit,153,1,219492.0,1
Bhamini Doshi,633,2,104283.6,2
Bhamini Dugar,515,1,54766.4,0
Bhamini Gulati,529,1,184491.0,1
Bhamini Karan,400,1,98448.0,1
Bhamini Kuruvilla,663,1,291243.4,1
Bhamini Mann,432,1,168753.9,1
Bhamini Rama,413,1,79650.0,1
Bhamini Rana,393,1,106603.3,1
Bhamini Rout,643,1,31845.6,0
Bhamini Sane,346,2,441410.6,2
Bhamini Sarin,47,1,39087.9,0
Bhamini Sharaf,722,1,145688.2,1
Bhamini Subramaniam,581,1,76190.6,1
Bhamini Tata,399,1,70009.3,0
Bhavin Agate,314,1,311932.0,1
Bhavin Anand,102,1,159290.0,1
Bhavin Barad,234,1,15262.7,0
Bhavin Bhatia,64,1,144010.4,1
Bhavin Chahal,692,1,53273.75,0
Bhavin Chanda,670,1,189090.0,1
Bhavin Chowdhury,399,1,223749.75,1
Bhavin Dasgupta,602,1,115817.6,1
Bhavin Date,449,1,8501.55,0
Bhavin Desai,266,1,180701.4,1
Bhavin Dhawan,234,1,132952.0,1
Bhavin Dhingra,215,1,35886.25,1
Bhavin Dora,616,1,23441.3,0
Bhavin Ganesan,536,1,355720.0,1
Bhavin Gill,326,1,248409.8,1
Bhavin Gulati,91,1,63821.4,0
Bhavin Krishnamurthy,256,1,85068.0,1
Bhavin Krishnan,206,1,103364.0,1
Bhavin Mani,473,1,49239.65,0
Bhavin Ratti,59,1,71073.0,1
Bhavin Ray,490,1,3420.9,0
Bhavin Sarraf,198,1,50868.7,0
Bhavin Sastry,13,1,53214.3,0
Bhavin Som,188,2,163362.8,2
Bhavin Suresh,152,1,140873.6,1
Bhavin Tara,682,1,136379.7,1
Bhavin Toor,220,1,180485.6,1
Bhavin Venkatesh,434,1,47097.0,1
Bhavin Wagle,697,1,180080.1,1
Biju Bobal,376,1,5969.7,0
Biju Butala,200,1,11954.8,0
Biju Chada,374,1,3388.65,0
Biju Chandra,554,1,62831.2,0
Biju Dar,598,1,48758.0,0
Biju Deshpande,48,1,84677.4,1
Biju Dugar,421,1,60285.4,1
Biju Edwin,502,1,44769.0,0
Biju Gupta,449,1,39330.4,0
Biju Handa,647,1,197621.6,1
Biju Kadakia,254,2,122774.8,2
Biju Kalita,231,1,86620.8,1
Biju Madan,376,1,41693.6,0
Biju Malhotra,718,1,199848.6,1
Biju Mannan,665,1,48043.7,0
Biju Sangha,113,1,112005.0,1
Biju Shan,231,1,189945.0,1
Biju Shanker,430,1,68605.2,1
Biju Sur,596,1,88928.0,1
Biju Uppal,331,1,52740.8,0
Biju Vig,44,1,107093.5,1
Charvi Amble,615,1,80920.05,1
Charvi Bakshi,95,1,8245.0,0
Charvi Balasubramanian,542,1,312912.0,1
Charvi Brar,163,1,54815.0,1
Charvi Chana,292,1,75373.2,1
Charvi Desai,513,1,34074.0,0
Charvi Dora,396,1,22916.0,0
Charvi Dua,452,1,63064.0,1
Charvi Ganesh,550,1,41038.2,0
Charvi Gokhale,537,1,22947.2,0
Charvi Gulati,312,1,43516.0,0
Charvi Lala,508,1,81200.0,1
Charvi Mallick,190,1,158716.0,1
Charvi Mandal,36,1,15987.65,0
Charvi Rama,516,1,170018.7,1
Charvi Raman,535,1,340765.0,1
Charvi Shenoy,581,1,119981.2,1
Charvi Vaidya,201,1,74728.6,1
Chirag Bail,205,1,80956.0,1
Chirag Banik,609,1,23856.0,0
Chirag Bera,222,1,30844.6,0
Chirag Boase,385,1,105305.0,1
Chirag Chada,34,1,26824.0,0
Chirag Char,561,1,303615.75,1
Chirag Chaudhry,61,1,83410.0,1
Chirag Choudhary,227,1,23810.2,0
Chirag Datta,401,1,110089.8,1
Chirag Desai,217,1,13630.0,0
Chirag Dugar,97,1,293219.4,1
Chirag Grewal,650,1,178082.25,1
Chirag Hans,542,1,53998.4,0
Chirag Iyengar,130,1,254196.0,1
Chirag Johal,163,1,122958.0,1
Chirag Karan,103,1,158137.2,1
Chirag Khalsa,169,1,262844.0,1
Chirag Kothari,308,1,93126.6,1
Chirag Lalla,41,1,35495.8,0
Chirag Master,537,1,214412.4,1
Chirag Ram,468,1,39627.35,0
Chirag Ramanathan,353,1,108611.3,1
Chirag Sachdev,38,1,235694.8,1
Chirag Sarma,41,1,77782.0,0
Chirag Taneja,185,1,246092.8,1
Chirag Varkey,681,1,3924.45,0
Damini Acharya,475,1,12596.8,0
Damini Bala,698,1,17787.6,0
Damini Barman,524,1,168070.5,1
Damini Bhatti,645,1,22444.2,0
Damini Bir,552,1,188480.0,1
Damini Boase,163,1,184361.75,1
Damini Goel,218,1,124492.5,1
Damini Grover,306,1,126420.0,1
Damini Gupta,510,1,195531.0,1
Damini Hora,300,1,88115.4,1
Damini Kapur,488,1,56836.6,0
Damini Kohli,28,1,234302.4,1
Damini Kumar,413,2,208352.0,2
Damini Loke,322,1,6343.0,0
Damini Madan,719,1,47874.3,0
Damini Majumdar,23,1,17599.0,0
Damini Raj,52,1,16861.45,0
Damini Rajagopal,37,1,67992.0,1
Damini Raju,28,1,283801.5,1
Damini Rau,387,1,201756.0,1
Damini Rout,630,1,100274.4,1
Damini Sarma,238,1,27314.4,0
Damini Sekhon,177,1,179599.05,1
Damini Sengupta,256,1,190498.5,1
Damini Tandon,62,1,45667.2,1
Damini Vala,622,1,181906.95,1
Darshit Agrawal,235,2,98615.6,2
Darshit Ahluwalia,264,1,8308.8,0
Darshit Barman,306,1,52715.2,0
Darshit Bhardwaj,124,1,149645.0,1
Darshit Borra,318,1,111739.95,1
Darshit Chakrabarti,401,1,18328.0,0
Darshit Chaudhry,639,1,209970.9,1
Darshit Contractor,578,1,27668.8,0
Darshit Gera,351,1,101235.0,1
Darshit Gill,11,1,67308.8,1
Darshit Gupta,591,1,14211.2,0
Darshit Hans,375,1,114684.0,1
Darshit Iyengar,663,1,113186.8,1
Darshit Kamdar,574,1,122763.8,1
Darshit Kant,253,1,201028.5,1
Darshit Keer,385,1,27223.2,0
Darshit Kurian,197,1,50189.1,0
Darshit Lanka,190,1,69868.7,1
Darshit Mand,529,1,5852.0,0
Darshit Sampath,85,1,89576.4,1
Darshit Sarna,193,1,142230.4,1
Darshit Sharma,27,1,13590.0,0
Darshit Srinivas,615,1,110075.0,1
Darshit Taneja,33,1,27422.7,0
Darshit Tella,192,1,124326.9,1
Darshit Tripathi,605,1,41301.9,0
Darshit Upadhyay,223,1,42058.4,0
Darshit Wali,595,1,22876.95,0
Devansh Agate,179,1,34232.9,0
Devansh Bains,385,1,92262.1,1
Devansh Bhatti,509,1,79434.0,1
Devansh Borah,11,1,51213.6,0
Devansh Buch,262,1,37593.0,1
Devansh Dayal,192,1,377080.0,1
Devansh Dhar,114,1,68323.2,1
Devansh Hari,397,1,202651.05,1
Devansh Kakar,290,1,95444.8,1
Devansh Kanda,504,1,314008.25,1
Devansh Karnik,580,1,14059.0,0
Devansh Kaul,504,1,31555.0,0
Devansh Krish,344,1,4386.0,0
Devansh Lad,402,1,83095.2,1
Devansh Ram,497,1,91324.0,1
Devansh Ramakrishnan,184,1,71979.6,1
Devansh Rao,174,1,103406.4,1
Devansh Raval,40,1,46447.2,1
Devansh Sarraf,117,1,15005.25,0
Devansh Sethi,532,1,125199.9,1
Devansh Shukla,40,1,19849.6,0
Devansh Swaminathan,293,1,22975.0,0
Devansh Walia,393,1,35699.2,0
Dhanuk Aggarwal,545,1,130037.25,1
Dhanuk Atwal,184,1,139930.0,1
Dhanuk Bava,355,1,267210.0,1
Dhanuk Bhardwaj,338,1,222774.8,1
Dhanuk Bhatnagar,351,1,14966.4,0
Dhanuk Chawla,548,1,6722.4,0
Dhanuk Dhar,65,1,24144.3,0
Dhanuk Din,266,1,166028.8,1
Dhanuk Dâ€™Alia,587,1,28703.3,0
Dhanuk Gola,674,1,118221.4,1
Dhanuk Kakar,666,1,30495.0,0
Dhanuk Kamdar,730,1,31787.2,0
Dhanuk Kapur,5,1,125208.0,1
Dhanuk Kibe,682,1,21404.7,0
Dhanuk Krish,153,2,54358.75,2
Dhanuk Mandal,260,1,65308.8,1
Dhanuk Raja,470,1,14850.4,0
Dhanuk Rama,434,1,77499.0,1
Dhanuk Ramachandran,314,1,5141.0,0
Dhanuk Rao,671,1,112684.0,1
Dhanuk Ratti,351,1,101964.8,1
Dhanuk Saraf,159,1,95157.0,1
Dhanuk Saxena,321,1,138204.0,1
Dhanuk Shukla,607,1,214410.0,1
Dhanuk Soni,229,1,159698.0,1
Dhanuk Talwar,495,1,113768.0,1
Dhanuk Yadav,619,1,98005.0,1
Dhanush Agate,523,1,114251.9,1
Dhanush Balay,706,1,6170.25,0
Dhanush Bora,433,1,216165.6,1
Dhanush Chand,43,1,43773.3,0
Dhanush Cheema,173,2,208944.0,2
Dhanush Dani,12,1,8780.8,0
Dhanush Dhaliwal,168,1,86535.0,1
Dhanush Dhingra,641,1,46580.4,0
Dhanush Edwin,332,1,196527.6,1
Dhanush Gara,172,1,35837.7,0
Dhanush Handa,516,1,232006.4,1
Dhanush Jayaraman,510,1,209897.75,1
Dhanush Jha,655,1,24974.1,0
Dhanush Karpe,86,1,44736.45,0
Dhanush Kaul,540,1,113634.0,1
Dhanush Khanna,581,1,53654.4,1
Dhanush Kothari,425,1,86405.4,1
Dhanush Kuruvilla,177,1,104356.2,1
Dhanush Loke,290,1,262879.2,1
Dhanush Mand,493,1,228927.2,1
Dhanush Rajan,603,1,148262.4,1
Dhanush Ratti,202,1,275152.0,1
Dhanush Samra,570,1,139862.0,1
Dhanush Sandal,367,1,74759.3,0
Dhanush Sankaran,700,1,115861.8,1
Dhanush Srinivasan,131,1,80296.8,1
Dhanush Talwar,116,1,13716.0,0
Dhanush Tandon,229,1,129704.0,1
Dhanush Tara,358,1,85952.0,1
Dhanush Thaker,186,1,2258.0,0
Dhanush Toor,559,1,100827.2,1
Dhanush Vaidya,630,1,124936.4,1
Dhanush Varughese,253,1,83299.2,1
Dhanush Vig,396,1,43850.1,0
Dhanush Vyas,416,1,44608.0,1
Dhanush Yogi,279,1,281396.0,1
Dharmajan Bhandari,634,1,125768.6,1
Dharmajan Comar,247,1,283352.0,1
Dharmajan Dhaliwal,201,1,28313.0,0
Dharmajan Doctor,345,1,22240.8,0
Dharmajan Doshi,152,1,61347.6,0
Dharmajan Gera,442,1,78212.0,1
Dharmajan Goel,403,1,68870.4,1
Dharmajan Gole,726,1,368275.0,1
Dharmajan Hayer,399,1,300262.5,1
Dharmajan Kakar,550,1,16046.0,0
Dharmajan Kapadia,566,1,11985.2,0
Dharmajan Lal,59,2,203579.4,2
Dharmajan Lall,429,1,45081.45,0
Dharmajan Rajagopal,200,1,2715.75,0
Dharmajan Ranganathan,214,1,214100.0,1
Dharmajan Ratti,301,1,87735.6,1
Dharmajan Sampath,471,1,87190.2,1
Dharmajan Setty,575,1,294129.75,1
Dharmajan Solanki,696,1,167524.0,1
Dharmajan Sridhar,222,1,228886.4,1
Dharmajan Swaminathan,305,1,114937.0,1
Dharmajan Varkey,339,1,79804.8,1
Dharmajan Vora,160,1,24807.6,0
Dhruv Arya,625,1,147611.85,1
Dhruv Aurora,528,1,71520.0,0
Dhruv Bahl,706,1,1242.7,0
Dhruv Bali,256,1,25947.2,0
Dhruv Bhalla,244,1,184247.7,1
Dhruv Bhattacharyya,242,1,59052.8,1
Dhruv Chakrabarti,731,1,61466.0,0
Dhruv Chakraborty,438,1,39654.4,0
Dhruv Deo,551,1,43020.0,1
Dhruv Divan,332,1,87478.0,1
Dhruv Garg,477,1,40736.95,0
Dhruv Guha,303,1,136582.2,1
Dhruv Iyengar,581,1,175556.0,1
Dhruv Joshi,456,1,7294.4,0
Dhruv Kata,298,1,133798.5,1
Dhruv Kulkarni,127,1,158652.0,1
Dhruv Lad,135,1,189768.0,1
Dhruv Magar,342,1,63873.25,0
Dhruv Raju,187,1,28401.0,0
Dhruv Sagar,612,1,142589.7,1
Dhruv Sarna,99,1,7275.15,0
Dhruv Sen,285,1,47252.7,0
Dhruv Shroff,526,1,114360.0,1
Dhruv Sodhi,719,1,101339.1,1
Dhruv Srinivasan,281,1,142437.0,1
Dhruv Sule,670,1,31294.9,0
Dhruv Sura,329,1,203048.1,1
Dhruv Thaker,704,1,92745.0,1
Dishani Baral,490,1,32373.9,0
Dishani Bhatt,6,1,9133.0,0
Dishani Chaudhry,370,1,126600.0,1
Dishani Das,299,1,41542.2,0
Dishani Dhillon,313,1,60185.7,0
Dishani Dugar,197,1,182567.25,1
Dishani Lad,169,2,123130.8,2
Dishani Luthra,326,1,231948.0,1
Dishani Rajagopal,242,1,27476.25,0
Dishani Ramaswamy,613,1,39541.0,0
Dishani Ranganathan,316,1,32323.8,0
Dishani Sama,79,1,67158.0,1
Dishani Sane,279,1,258648.0,1
Dishani Sastry,661,1,1501.2,0
Dishani Sethi,130,1,282877.2,1
Dishani Shankar,152,1,266912.0,1
Dishani Sharaf,410,1,154268.0,1
Dishani Thaman,219,1,241165.4,1
Dishani Tiwari,119,1,104616.0,1
Dishani Wali,151,1,21370.25,0
Divij Bajaj,494,1,204261.0,1
Divij Bawa,486,2,160791.45,2
Divij Bhardwaj,663,1,31770.4,0
Divij Bir,448,1,99482.3,1
Divij Bose,350,1,64346.35,0
Divij Chada,23,1,62192.7,1
Divij Chawla,31,1,287432.0,1
Divij Dara,550,1,81556.0,1
Divij Dhingra,481,1,349832.75,1
Divij Dixit,45,1,68175.0,0
Divij Doctor,492,1,226933.0,1
Divij Gade,727,1,112651.0,1
Divij Gulati,343,1,8844.5,0
Divij Kamdar,496,2,323719.1,2
Divij Kurian,362,1,39762.15,0
Divij Lad,505,1,210328.0,1
Divij Loyal,359,1,22077.6,0
Divij Mahajan,699,1,137860.0,1
Divij Mallick,559,1,204681.0,1
Divij Raj,7,1,109074.6,1
Divij Rajagopal,19,1,37063.3,0
Divij Ramesh,285,1,91004.0,1
Divij Ray,44,1,118850.4,1
Divij Tank,256,1,62499.0,1
Divij Tara,725,1,144750.0,1
Divij Thaman,174,1,104580.0,1
Divij Varma,126,1,96417.0,1
Divij Vyas,388,1,255371.4,1
Divit Borde,216,1,114904.0,1
Divit Date,456,1,145360.2,1
Divit Deep,696,1,126296.0,1
Divit Hora,551,1,17985.4,0
Divit Jaggi,658,1,19066.0,0
Divit Koshy,586,1,66473.4,1
Divit Kumar,46,1,133992.75,1
Divit Sant,219,1,278332.5,1
Divit Subramaniam,500,1,69000.4,1
Divit Swaminathan,630,1,20274.0,0
Divit Wason,686,1,76058.85,1
Divyansh Arya,63,1,110040.0,1
Divyansh Bajwa,371,2,45749.0,2
Divyansh Bhasin,661,1,53580.0,1
Divyansh Bhattacharyya,185,1,87038.4,1
Divyansh Bhavsar,576,1,135517.5,1
Divyansh Bumb,297,1,69260.4,1
Divyansh Chowdhury,146,1,67150.0,1
Divyansh Desai,207,1,72180.05,0
Divyansh Din,481,1,22865.0,0
Divyansh Kale,316,1,51998.75,0
Divyansh Malhotra,453,1,48844.8,1
Divyansh Rastogi,522,1,210175.25,1
Divyansh Ratta,136,1,111888.0,1
Divyansh Ravel,135,1,12663.2,0
Divyansh Sarna,226,1,130324.0,1
Divyansh Sarraf,620,2,204665.55,2
Divyansh Sheth,448,1,129812.4,1
Divyansh Thakkar,533,1,2187.0,0
Divyansh Thaman,41,2,53638.4,2
Divyansh Varma,628,1,49232.0,0
Diya Bir,323,1,75595.3,1
Diya Borah,612,1,232669.25,1
Diya Buch,520,1,49987.8,0
Diya Chakrabarti,147,1,62310.6,1
Diya Char,441,1,52865.6,0
Diya Chauhan,391,1,193211.8,1
Diya Dhillon,556,1,12396.8,0
Diya Divan,78,1,196956.0,1
Diya Edwin,521,1,133696.35,1
Diya Gaba,170,1,180165.6,1
Diya Ganguly,200,1,18745.05,0
Diya Jha,347,1,257524.5,1
Diya Kala,266,1,37022.4,0
Diya Mahal,210,1,11643.2,0
Diya Mand,166,1,183918.75,1
Diya Mangal,178,1,239472.0,1
Diya Sachar,711,1,66153.0,0
Diya Sagar,515,1,348222.5,1
Diya Sarraf,248,1,57531.6,1
Diya Shanker,313,1,216980.0,1
Diya Sibal,139,1,66795.2,1
Diya Sura,625,1,116425.6,1
Drishya Ahluwalia,257,1,96155.2,1
Drishya Amble,598,1,15638.4,0
Drishya Apte,251,1,50517.0,1
Drishya Bahl,610,1,188732.0,1
Drishya Bawa,310,1,226809.0,1
Drishya Brar,341,1,197305.6,1
Drishya Chana,279,1,85881.0,1
Drishya Cheema,306,1,38281.5,0
Drishya Chokshi,181,1,16770.5,0
Drishya Das,95,1,46937.0,1
Drishya Dasgupta,193,1,54330.0,0
Drishya Doshi,664,1,111784.0,1
Drishya Gill,418,1,140459.4,1
Drishya Goswami,116,1,57690.0,1
Drishya Jha,150,1,47978.0,0
Drishya Kakar,716,1,113101.0,1
Drishya Kalita,697,1,32638.4,0
Drishya Khare,722,1,6908.4,0
Drishya Korpal,186,1,33613.25,0
Drishya Mahajan,720,1,18574.2,0
Drishya Maharaj,328,1,312692.5,1
Drishya Mangal,607,1,124995.2,1
Drishya Rao,266,1,71077.0,1
Drishya Shroff,100,1,133799.4,1
Drishya Sibal,657,1,50040.0,0
Ehsaan Aggarwal,696,1,37308.6,0
Ehsaan Andra,48,1,129490.7,1
Ehsaan Babu,367,1,274864.0,1
Ehsaan Bhatnagar,685,1,283855.25,1
Ehsaan Bhattacharyya,551,1,130094.9,1
Ehsaan Bumb,539,1,72241.5,0
Ehsaan Butala,65,2,308132.8,2
Ehsaan Chakraborty,214,1,49866.4,0
Ehsaan Das,496,1,124442.4,1
Ehsaan Dass,246,1,4291.2,0
Ehsaan Date,622,1,7720.55,0
Ehsaan Dhillon,450,1,43259.0,0
Ehsaan Dugar,430,1,368942.0,1
Ehsaan Ghosh,502,1,6209.6,0
Ehsaan Gokhale,410,1,26778.0,0
Ehsaan Karpe,444,1,75960.0,1
Ehsaan Khurana,581,1,18065.7,0
Ehsaan Krishnan,134,1,62860.05,0
Ehsaan Mahal,313,1,188470.8,1
Ehsaan Majumdar,604,1,19714.4,0
Ehsaan Rout,168,1,14065.8,0
Ehsaan Sawhney,229,1,12420.3,0
Ehsaan Saxena,716,1,114712.2,1
Ehsaan Shanker,474,1,23826.0,0
Ehsaan Soni,142,1,24106.85,0
Ehsaan Srivastava,139,1,58805.6,0
Ehsaan Talwar,499,1,115008.0,1
Ela Bains,25,1,123868.6,1
Ela Chad,620,1,207312.0,1
Ela Chakraborty,243,1,54312.0,0
Ela Chanda,349,1,55662.4,0
Ela Chandra,271,1,111222.5,1
Ela Chokshi,213,1,170298.9,1
Ela Dave,3,1,29157.0,0
Ela Dua,535,1,35159.5,0
Ela Ghose,500,1,55654.4,0
Ela Gulati,200,1,245187.6,1
Ela Jain,731,1,56847.0,0
Ela Kalita,108,1,246876.0,1
Ela Khatri,57,1,240212.0,1
Ela Koshy,327,1,53967.6,1
Ela Lanka,475,1,133656.0,1
Ela Singhal,615,1,62395.0,0
Ela Soni,115,1,32216.8,0
Ela Srivastava,687,1,208549.2,1
Ela Tak,284,1,90009.6,1
Ela Wadhwa,642,1,67362.0,1
Ela Yadav,2,1,81936.0,1
Elakshi Aurora,20,1,45651.0,0
Elakshi Bajwa,32,1,64880.0,1
Elakshi Baral,100,1,22873.5,0
Elakshi Barman,447,1,121876.2,1
Elakshi Batra,59,1,117718.2,1
Elakshi Chandran,603,1,133104.9,1
Elakshi Chatterjee,71,1,4432.0,0
Elakshi Comar,702,1,44045.8,0
Elakshi Din,649,1,142306.2,1
Elakshi Dugar,358,1,228305.0,1
Elakshi Kannan,676,1,228944.0,1
Elakshi Kashyap,402,1,21979.8,0
Elakshi Koshy,626,1,106764.8,1
Elakshi Kulkarni,507,1,231328.0,1
Elakshi Lanka,125,1,154669.5,1
Elakshi Mall,305,1,152056.05,1
Elakshi Mangat,172,1,70992.0,1
Elakshi Mann,477,2,211433.90000000002,2
Elakshi Sachdev,503,1,6898.4,0
Elakshi Sama,301,1,46673.5,0
Elakshi Sangha,508,1,238054.5,1
Elakshi Singhal,90,1,25441.35,0
Elakshi Suresh,108,1,60692.0,0
Emir Batta,263,1,33180.3,0
Emir Bhat,266,1,93711.8,1
Emir Bhatt,669,1,35834.95,0
Emir Chauhan,269,1,22984.2,0
Emir Dass,526,1,23921.0,0
Emir Doctor,115,1,225336.0,1
Emir Jain,651,1,47356.55,0
Emir Jha,700,1,168298.2,1
Emir Kanda,620,1,80194.1,1
Emir Khatri,58,1,31203.2,0
Emir Kulkarni,660,1,207403.4,1
Emir Ramanathan,342,1,117254.7,1
Emir Sandhu,198,1,15838.2,0
Emir Sastry,427,1,150100.8,1
Emir Shere,215,1,215092.8,1
Emir Subramaniam,468,1,20072.0,0
Emir Tak,410,1,91945.0,1
Emir Talwar,728,1,74442.0,1
Emir Vasa,577,1,31246.0,0
Eshani Anand,611,2,41153.6,2
Eshani Arya,151,1,245651.0,1
Eshani Balay,603,1,9347.2,0
Eshani Chana,575,1,236648.8,1
Eshani Chopra,502,1,171135.6,1
Eshani Dora,354,1,185212.0,1
Eshani Ganguly,330,1,1848.75,0
Eshani Ghose,502,1,182709.2,1
Eshani Kade,292,1,40352.0,0
Eshani Kala,500,2,336961.4,2
Eshani Kari,611,1,54092.3,1
Eshani Karpe,381,1,24778.0,0
Eshani Kashyap,512,1,187605.0,1
Eshani Mann,311,1,321593.25,1
Eshani Sahota,278,1,220561.5,1
Eshani Sani,600,1,319065.0,1
Eshani Saran,725,1,180288.0,1
Eshani Shenoy,643,1,73075.5,1
Eshani Swaminathan,277,1,18787.2,0
Eshani Tandon,730,1,165205.0,1
Eshani Thaman,573,1,43242.4,0
Eshani Venkatesh,143,1,38327.75,0
Eshani Vohra,402,1,142615.9,1
Eva Arora,262,1,64688.4,0
Eva Babu,701,1,136404.0,1
Eva Bhandari,624,1,189645.0,1
Eva Brar,62,1,344245.5,1
Eva Dar,449,1,11565.3,0
Eva Deshpande,300,1,188886.6,1
Eva Devan,273,2,92074.09999999999,2
Eva Gopal,517,1,1333.8,0
Eva Jhaveri,608,1,60854.4,1
Eva Khatri,704,1,2513.7,0
Eva Lalla,630,1,60253.95,0
Eva Rajan,648,1,149654.0,1
Eva Sahota,98,1,306908.0,1
Eva Sarma,515,1,7634.7,0
Eva Srinivas,224,1,15332.3,0
Eva Tata,53,1,39672.0,0
Eva Varghese,680,1,88359.2,1
Faiyaz Aggarwal,149,1,95412.5,1
Faiyaz Andra,690,1,74833.4,1
Faiyaz Apte,383,1,289180.0,1
Faiyaz Borah,554,1,59130.0,1
Faiyaz Borde,322,1,35556.6,0
Faiyaz Chada,2,1,70674.3,1
Faiyaz Chadha,149,1,24820.0,0
Faiyaz Dara,234,1,158600.0,1
Faiyaz Dasgupta,305,1,106313.55,1
Faiyaz Dayal,589,1,61800.0,1
Faiyaz Garde,569,1,9644.0,0
Faiyaz Gole,376,1,43772.4,0
Faiyaz Gour,410,1,144320.0,1
Faiyaz Gulati,166,1,229353.6,1
Faiyaz Issac,717,1,85438.6,1
Faiyaz Mand,518,1,115526.9,1
Faiyaz Rattan,692,1,235756.75,1
Faiyaz Ravel,218,1,50563.75,1
Faiyaz Saha,530,1,328101.5,1
Faiyaz Sandal,211,1,115812.6,1
Faiyaz Sarraf,639,1,176047.2,1
Faiyaz Sawhney,70,1,2178.35,0
Faiyaz Soni,701,1,236025.6,1
Faiyaz Srinivas,509,1,129969.0,1
Faiyaz Thaman,304,1,50990.4,0
Faiyaz Tiwari,581,1,48009.2,0
Faiyaz Yadav,327,1,69250.0,0
Farhan Bajaj,53,1,32949.4,0
Farhan Bhatti,304,1,59384.8,0
Farhan Chhabra,402,1,19015.2,0
Farhan Dave,584,1,214496.0,1
Farhan De,64,1,272724.0,1
Farhan Dutt,77,1,12934.8,0
Farhan Golla,44,1,154626.9,1
Farhan Joshi,687,1,23809.0,0
Farhan Kala,525,1,127485.6,1
Farhan Kale,65,1,28541.3,0
Farhan Kari,110,1,53687.7,1
Farhan Kata,677,1,64034.75,0
Farhan Kumar,707,1,91027.2,1
Farhan Mallick,363,1,97152.45,1
Farhan Rajagopalan,302,1,63654.0,1
Farhan Ramachandran,94,1,35183.2,0
Farhan Saran,58,1,267053.0,1
Farhan Sarkar,315,1,81404.5,1
Farhan Yadav,22,1,120190.2,1
Fateh Apte,503,1,120327.0,1
Fateh Bahl,623,1,22348.0,0
Fateh Bakshi,527,2,102887.3,2
Fateh Bhattacharyya,227,1,15453.9,0
Fateh Bhavsar,258,1,336766.5,1
Fateh Brahmbhatt,293,1,124940.8,1
Fateh Chana,391,1,23913.05,0
Fateh Chaudhari,129,1,15214.25,0
Fateh Cheema,135,1,250192.8,1
Fateh Das,42,1,12908.8,0
Fateh Dhar,321,2,135453.5,2
Fateh Edwin,567,1,182130.0,1
Fateh Gandhi,221,1,76692.0,1
Fateh Gola,384,1,339824.5,1
Fateh Iyengar,535,1,306705.0,1
Fateh Jha,344,1,76150.4,1
Fateh Kala,169,1,42073.6,0
Fateh Karan,640,1,103523.4,1
Fateh Khanna,489,1,236048.0,1
Fateh Madan,199,2,376668.0,2
Fateh Maharaj,169,1,10965.0,0
Fateh Rajagopal,303,1,143782.4,1
Fateh Rama,297,1,43644.0,0
Fateh Sahota,409,1,192607.2,1
Fateh Sama,210,1,86385.6,1
Fateh Shah,375,1,33717.8,0
Fateh Shroff,307,1,159880.0,1
Fateh Tak,499,1,34143.65,0
Fateh Tripathi,41,1,255584.2,1
Gatik Banerjee,317,1,131204.0,1
Gatik Bhardwaj,723,1,18730.4,0
Gatik Boase,61,1,36016.8,0
Gatik Bora,15,1,181726.2,1
Gatik Chahal,114,1,26000.0,0
Gatik Chaudhary,334,1,264.1,0
Gatik Chawla,646,1,138376.6,1
Gatik Choudhry,686,1,15975.0,0
Gatik Choudhury,509,1,40041.6,0
Gatik Comar,555,1,17949.6,0
Gatik Guha,492,1,48281.4,0
Gatik Jayaraman,421,1,27140.55,0
Gatik Madan,716,1,137182.0,1
Gatik Ratta,197,1,66236.4,0
Gatik Ravi,632,1,172866.75,1
Gatik Savant,43,2,99430.40000000001,2
Gatik Shan,202,1,9055.4,0
